0.07097233,0.004833113,0.145335193,0.001588304,0.00042487,0.012495255,0.008748254,0,0.199650802,659
0.036059139,0.018690485,0.050485484,0.022718214,0.000590571,0.017237819,0.01229072,0,0.199862547,2494
0.090620049,0.016541223,0.093125215,0.007497114,0.000358204,0.010087328,0.007822883,0,0.196330096,291
0.058584454,0.004783762,0.128577156,0.020672174,0.000471502,0.01363911,0.009935977,0,0.198953821,1164
0.04813867,0.008232473,0.159353991,0.034241981,0.000696341,0.021552206,0.01326482,0,0.200235095,1963
0.10584232,0.008457417,0.221732204,0.00497366,0.000368449,0.011817175,0.006605267,0,0.207272886,198
0.113689535,0.00217463,0.09563065,0.013797012,0.00029458,0.008298779,0.00643021,0,0.195848111,162
0.093824408,0.018406561,0.22929271,0.008696001,0.000430402,0.013685275,0.00783481,0,0.210840288,258
0.121061698,0.015785151,0.137258124,0.028538331,0.000259302,0.007412428,0.005552689,0,0.197317065,128
0.040006824,0.003694659,0.129577026,0.002868249,0.000775067,0.02359137,0.015161962,0,0.201088417,3634
0.058898545,0.013528588,0.161442631,0.035894186,0.000550574,0.016635613,0.010893097,0,0.199372005,1001
0.039575436,0.009002975,0.157154786,0.03231188,0.000728816,0.021654854,0.01478597,0,0.201070134,3311
0.127735514,0.017457376,0.205412425,0.02796432,0.000324438,0.010032547,0.006189342,0,0.203370637,108
0.081249792,0.006502831,0.248748838,0.021716163,0.000429693,0.014072326,0.007412311,0,0.210752614,437
0.0356423,0.012553775,0.070119252,0.037977103,0.000757703,0.022783389,0.015101763,0,0.200399097,3712
0.108746352,0.006366005,0.212647626,0.02744326,0.00031002,0.009622585,0.005878414,0,0.20441397,184
0.120093565,0.019476274,0.122024058,0.039128649,0.000259551,0.007434972,0.005542588,0,0.196479428,128
0.110022256,0.018263982,0.191878779,0.027026608,0.000290471,0.008769505,0.005754023,0,0.202515742,165
0.129173813,0.004167299,0.240350756,0.014518202,0.000282525,0.009034585,0.005091664,0,0.207779752,110
0.072445737,0.009684234,0.08231703,0.001468607,0.000368032,0.010381629,0.008019984,0,0.195748579,595
0.128641419,0.007204137,0.161765921,0.035008823,0.000265459,0.007730505,0.005542465,0,0.199072941,111
0.064562179,0.017774394,0.09638683,0.038564255,0.000493126,0.014026512,0.010629812,0,0.196460569,713
0.13448741,0.015262971,0.131290004,0.039107455,0.000256469,0.00737628,0.005447171,0,0.196782646,94
0.089162718,0.009346114,0.227143251,0.020166977,0.000392772,0.012366559,0.007272066,0,0.209669898,326
0.099623087,0.017342498,0.236857275,0.005253598,0.000391041,0.012298035,0.007253995,0,0.204983058,221
0.085998681,0.003723922,0.185806472,0.033485581,0.000384779,0.01179729,0.007441673,0,0.20283048,373
0.089983746,0.007701225,0.168612073,0.013579929,0.000343682,0.010243382,0.006940697,0,0.201100822,321
0.032684081,0.01942124,0.106234011,0.00742829,0.00075001,0.022475705,0.015024793,0,0.200278081,2767
0.06018557,0.016208295,0.235441355,0.006358411,0.000596993,0.019382548,0.010467097,0,0.208822708,888
0.116694678,0.00666332,0.217702537,0.038228046,0.000337503,0.010797785,0.006077378,0,0.208006622,149
0.125062355,0.015964057,0.055129082,0.021437095,0.000258711,0.007303138,0.00563239,0,0.195423563,116
0.075568144,0.013414665,0.196567572,0.010586459,0.000445132,0.01373369,0.008522909,0,0.203499563,504
0.096702692,0.004363557,0.245313244,0.029041819,0.000374722,0.012083736,0.006652384,0,0.209815635,262
0.117850267,0.003366331,0.132919469,0.001073157,0.000292278,0.008400872,0.006213016,0,0.198044846,145
0.056471282,0.010682235,0.078567126,0.030518536,0.000487332,0.014007108,0.010359496,0,0.197588076,1193
0.101258552,0.018787017,0.076836166,0.02550853,0.000319112,0.008994816,0.006960761,0,0.195251444,208
0.118250852,0.019543084,0.102342681,0.005328147,0.000319183,0.009057283,0.006901882,0,0.195286751,133
0.06579733,0.008390992,0.167680399,0.004085661,0.000452331,0.013426495,0.009190067,0,0.201214862,798
0.043852024,0.016807158,0.224003251,0.00274626,0.000840907,0.029206499,0.012838869,0,0.206823571,1877
0.041121265,0.012228396,0.196478602,0.005180381,0.000699241,0.02179121,0.01317082,0,0.205854921,2663
0.077712945,0.002254045,0.141120918,0.01203719,0.000399277,0.011718909,0.008244925,0,0.199238681,507
0.038477653,0.019733649,0.15787452,0.007174373,0.00065608,0.020041107,0.012762912,0,0.200645949,2080
0.053889654,0.002742092,0.20745402,0.01796474,0.000631188,0.019761833,0.011797566,0,0.206128736,1514
0.132329945,0.018023128,0.085118352,0.017804975,0.000259231,0.007163027,0.005798545,0,0.195177278,97
0.088657963,0.008978635,0.152686824,0.038323344,0.0004006,0.011798086,0.008231912,0,0.199389373,332
0.135265304,0.004439348,0.135876303,0.012792087,0.00026714,0.007775008,0.005581991,0,0.197453633,96
0.113375039,0.005474987,0.2378402,0.039985333,0.000330946,0.010679246,0.005868078,0,0.210524924,163
0.116459391,0.00717328,0.067957814,0.036264015,0.000291857,0.008184102,0.006408755,0,0.195395781,149
0.057650346,0.008461825,0.187868199,0.034284965,0.000552082,0.016796062,0.010808045,0,0.203981951,1169
0.112260316,0.018664539,0.178148605,0.029358812,0.000348836,0.010708644,0.00673316,0,0.201422014,155
0.086300469,0.002213702,0.059519487,0.023718957,0.000369194,0.010440937,0.008018752,0,0.195368238,371
0.038640809,0.018225547,0.115984236,0.008294933,0.000650348,0.019109457,0.013407927,0,0.199284771,2265
0.126046332,0.005205093,0.124922735,0.013047325,0.00026836,0.007733939,0.005684058,0,0.196969592,119
0.109744509,0.015118534,0.138274712,0.030834309,0.000319964,0.00929803,0.006700147,0,0.197489713,171
0.060855165,0.004613747,0.090286423,0.030031938,0.000501283,0.014791825,0.010272316,0,0.19786427,1041
0.095303841,0.011540184,0.116763923,0.015629433,0.000396882,0.011373044,0.008471042,0,0.196160399,264
0.062065438,0.009748888,0.11228543,0.004824918,0.000523945,0.015419894,0.01077734,0,0.198028836,928
0.098573865,0.008884549,0.17365601,0.024211367,0.000357277,0.010742945,0.007120915,0,0.201698417,243
0.111824509,0.019297013,0.190015359,0.012823607,0.000309324,0.00935073,0.006115482,0,0.201712957,156
0.030800401,0.019973277,0.186434639,0.014076456,0.000823138,0.025696194,0.015460682,0,0.202866925,2873
0.077000402,0.003758697,0.227750164,0.01253695,0.000429454,0.013701028,0.007771651,0,0.207429453,519
0.129230269,0.017669898,0.169167786,0.039546641,0.000257771,0.007731908,0.005156623,0,0.200912753,105
0.120351897,0.010366696,0.146779254,0.033727208,0.00028224,0.008170418,0.005941606,0,0.197476869,134
0.100074484,0.003599989,0.101949054,0.013290087,0.000318237,0.008993459,0.006918372,0,0.19552976,237
